schemeCode,schemeName,isinGrowth,isinDivReinvestment
145767,idfc fixed term plan series 163 direct plan-growth (1223 days),,
145774,aditya birla sun life fixed term plan - series ru (1225 days) - direct plan-growth,,
145790,nippon india fixed horizon fund xxxx - series 6 - direct plan - growth option,,
145807,aditya birla sun life fixed term plan - series rv (1224 days) - direct plan-growth,,
145819,shriram elss tax saver fund - direct growth,INF680P01158,
145838,uti - fixed term income fund series xxx-xiv (1209 days) - direct plan - growth option,,
145845,uti - fixed term income fund series xxx-xv (1223 days) - direct plan - growth option,,
145855,sbi debt fund series c - 33 (1216 days) - direct plan - growth,,
145880,nippon india fixed horizon fund xxxx - series 7 - direct plan - growth option,,
145895,lic mf arbitrage fund-direct plan-growth,INF767K01PP0,
145917,nippon india fixed horizon fund xxxx - series 8 - direct plan - growth option,,
145919,aditya birla sun life fixed term plan - series rw (1202 days) - direct plan-growth,,
145925,aditya birla sun life fixed term plan - series rx (1200 days) - direct plan-growth,,
145939,uti - fixed term income fund series xxxi-i (1209 days) - direct plan - growth option,,
145944,aditya birla sun life fixed term plan - series ry (1199 days) - direct plan-growth,,
145947,sbi debt fund series c - 34 (1211 days) - direct plan - growth,,
145954,lic mf short duration fund-direct plan-growth,INF767K01PW6,
145980,idfc fixed term plan series 166 direct plan-growth (1207 days),,
145987,sbi debt fund series c - 35 (376 days) - direct plan - growth,,
145994,sbi debt fund series c - 36 (365 days) - direct plan - growth,,
146010,tata balanced advantage fund-direct plan-growth,INF277K013S8,
146023,sbi debt fund series c - 37 - (365 days) - direct plan - growth,,
146030,nippon india fixed horizon fund xxxx - series 11 - direct plan - growth plan,,
146037,uti - fixed term income fund series xxxi-ii (1222 days) - direct plan - growth option,,
146043,nippon india fixed horizon fund xxxx - series 12 - direct plan - growth option,,
146088,idfc fixed term plan series 167 direct plan-growth (1202 days),,
146102,hsbc fixed term series 137 direct plan growth option,,
146130,canara robeco small cap fund - direct plan - growth option,INF760K01JC6,
146134,aditya birla sun life fixed term plan - series sa (1180 days) - direct plan-growth,,
146157,axis fixed term plan - series 100 (1172 days) - direct plan - growth option,,
146172,nippon india fixed horizon fund xxxx - series 14 - direct plan - growth option,,
146174,sbi debt fund series c - 38 (389 days) - direct plan - growth,,
146177,sbi debt fund series c - 39 (88 days) - direct plan - growth,,
146196,edelweiss small cap fund - direct plan - growth,INF754K01JN6,
146201,aditya birla sun life dual advantage fund- series 2 - direct plan - growth,,
146215,sbi corporate bond fund - direct plan - growth,INF200KA1YR4,
146245,uti - fixed term income fund series xxxi-iii (1174 days) - direct plan - growth option,,
146261,uti - fixed term income fund series xxxi-iv (1204 days) - direct plan - growth option,,
146289,sbi debt fund series c - 40- (1177 days) - direct plan - growth,,
146297,union arbitrage fund - direct plan - growth option,INF582M01ES7,
146299,nippon india fixed horizon fund xxxx - series 15 - direct plan - growth option,,
146302,canara robeco capital protection oriented fund series 10 - direct plan - growth option,,
146312,sbi debt fund series c - 41 (1178 days) - direct plan - growth,,
146320,axis fixed term plan - series 101 (1154 days) - direct plan - growth option,,
146331,nippon india fixed horizon fund xxxx - series 16 - direct plan - growth option,,
146349,icici prudential retirement fund - pure equity - direct plan - growth option,INF109KC1TS2,
146365,sbi debt fund series c - 42 (365 days) - direct plan - growth,,
146367,sbi debt fund series c - 43 (384 days) - direct plan - growth,,
146396,aditya birla sun life fixed term plan - series sf (1161 days) - direct plan-growth,,
146402,bnp paribas dynamic equity fund - direct plan-growth option,,
146407,aditya birla sun life bal bhavishya yojna direct growth,INF209KB1E84,
146457,invesco india equity savings fund - direct plan - growth,INF205KA1049,
146473,nippon india fixed horizon fund xxxx - series 17 - direct plan - growth option,,
146475,uti - fixed term income fund series xxxi-v (1174 days) - direct plan - growth option,,
146487,hsbc fixed term series 139 - direct plan - direct plan - growth option,,
146491,aditya birla sun life fixed term plan - series sg (1155 days) - direct plan - growth,,
146495,sbi debt fund series c - 44 (378 days) - direct plan - growth,,
146505,idfc fixed term plan series 176 direct plan-growth (1170 days),,
146517,idbi healthcare fund - direct plan - growth,,
146538,uti - fixed term income fund series xxxi-vi (1167 days) - direct plan - growth option,,
146547,sbi capital protection oriented fund - series a (plan 1) - direct plan - growth,,
146549,mahindra manulife large cap fund - direct plan -growth,INF174V01721,
146558,sbi debt fund series c - 45 (92 days) - direct plan - growth,,
146566,axis fixed term plan - series 102 (1133 days) - direct plan - growth option,,
146575,aditya birla sun life retirement fund-the 30s plan-direct growth,INF209KB1I23,
146583,aditya birla sun life retirement fund-the 50s plus-direct growth,,
146584,aditya birla sun life retirement fund-the 50s plan-direct growth,,
146588,aditya birla sun life retirement fund-the 40s plan-direct growth,,
146592,sbi debt fund series c - 46 (376 days) - direct plan- growth,,
146596,nippon india fixed horizon fund xxxx - series 19 - direct plan - growth option,,
146608,uti - fixed term income fund series xxxi-vii (1155 days) - direct plan - growth option,,
146626,aditya birla sun life fixed term plan - series si (1141 days) - direct plan- growth,,
146640,aditya birla sun life fixed term plan - series sj (1135 days) - direct plan-growth,,
146643,sbi equity minimum variance fund - direct plan - growth,INF200KA1A71,
146651,sbi debt fund series c - 47 (360 days) - direct plan - growth,,
146656,sbi debt fund series c - 48 (385 days) - direct plan - growth,,
146672,nippon india fixed horizon fund xli - series 1 - direct plan - growth option,,
146689,idfc fixed term plan series 177 direct plan-growth (1160 days),,
146701,bandhan fixed term plan series 179 direct plan-growth (3652 days),INF194KB1777,
146704,sbi capital protection oriented fund - series a (plan 2) - direct plan - growth,,
146706,uti - fixed term income fund series xxxi-viii (1153 days) - direct plan - growth option,,
146716,icici prudential retirement fund - hybrid conservative - direct plan - growth option,INF109KC1UA8,
146721,icici prudential retirement fund - hybrid aggressive - direct plan - growth option,INF109KC1TW4,
146727,icici prudential retirement fund - pure debt - direct plan - growth option,INF109KC1UE0,
146738,reliance fixed horizon fund xli - series 2 - direct plan - growth option,,
146765,sbi debt fund series c - 49 (390 days) - direct plan - growth,,
146772,hsbc large & mid cap fund - direct growth,INF336L01NV5,
146780,aditya birla sun life fixed term plan - series sk (1128 days) - direct plan-growth,,
146847,nippon india fixed horizon fund xli - series 4 - direct plan - growth option,,
146851,idfc fixed term plan series 178 direct plan-growth (1154 days),,
146863,uti - fixed term income fund series xxxi-ix (1168 days) - direct plan - growth option,,
146872,uti - fixed term income fund series xxxi-x (1168 days) - direct plan - growth option,,
146878,sbi debt fund series c - 50 (383 days) - direct plan - growth,,
146886,axis fixed term plan - series 104 (1112 days) - direct plan - growth option,,
146909,aditya birla sun life fixed term plan - series sl (1120 days) - direct plan-growth,,
146930,aditya birla sun life retirement fund-the 40s plan-direct plan-growth,INF209KB1I80,
146940,aditya birla sun life retirement fund-the 50s plan-direct plan-growth,INF209KB1J48,
146943,aditya birla sun life retirement fund-the 50s plus-debt plan-direct plan-growth,INF209KB1K03,
146945,sundaram fixed term plan is direct plan - growth,,
146951,icici prudential bharat consumption fund - direct plan - growth option,INF109KC1YD4,
146987,uti - fixed term income fund series xxxi-xi (1169 days) - direct plan - growth option,,
147071,uti - fixed term income fund series xxxi-xii (1148 days) - direct plan - growth option,,
147131,principal small cap fund - direct plan - growth option,,
147152,hsbc fixed term series 140 direct plan - growth option,,
147165,uti - fixed term income fund series xxxi-xiii (1127 days) - direct plan - growth option,,
147183,iti multi cap fund - direct plan - growth option,INF00XX01168,
147206,mirae asset focused fund direct plan growth,INF769K01EU0,
147210,aditya birla sun life fixed term plan - series sn (1099 days) - direct plan-growth,,
147217,indiabulls banking & psu debt fund-direct plan- growth,,
147242,sbi capital protection oriented fund - series a (plan 3) - direct plan - growth,,
147253,aditya birla sun life fixed term plan - series so (1099 days) - direct plan-growth,,
147255,uti - fixed term income fund series xxxi-xiv (1111 days) - direct plan - growth option,,
147269,kotak floating rate fund-direct plan-growth option,INF174KA1EC0,
147306,dsp quant fund - direct plan - growth,INF740KA1NQ6,
147322,uti - fixed term income fund series xxxi-xv (1099 days) - direct plan - growth option,,
147346,icici prudential mnc fund - direct plan - growth option,INF109KC1D93,
147353,nippon india fixed horizon fund xli - series 10 - direct plan - growth option,,
147355,nippon india fixed horizon fund xli - series 11 - direct plan - growth option,,
147359,sbi capital protection oriented fund - series a (plan 4) - direct plan - growth,,
147363,uti - fixed term income fund series xxxii-i (1126 days) direct plan growth option,,
147372,quantum esg best in class strategy fund - direct plan - growth option,INF082J01382,
147406,shriram balanced advantage fund - direct growth,INF680P01208,
147409,aditya birla sun life pharma and healthcare fund-direct-growth,INF209KB1O25,
147411,uti - fixed term income fund series xxxii-ii (1111 days) - direct plan - growth option,,
147445,mirae asset midcap fund- direct growth option,INF769K01FA9,
147446,mahindra manulife aggressive hybrid fund - direct plan -growth,INF174V01788,
147463,nippon india fixed horizon fund xli - series 12 - direct plan - growth option,,
147473,kotak focused fund- direct plan- growth option,INF174KA1EN7,
147481,parag parikh elss tax saver fund- direct growth,INF879O01100,
147492,union focused fund - direct plan - growth option,INF582M01FS4,
147496,baroda bnp paribas equity savings fund - direct plan - growth,INF955L01IL3,
147541,iti elss tax saver fund - direct plan - growth option,INF00XX01390,
147587,sundaram equity fund direct plan - growth,,
147617,iti arbitrage fund - direct plan - growth option,INF00XX01440,
147631,sbi capital protection oriented fund - series a (plan 5) - direct plan - growth,,
147636,tata banking & psu debt fund-direct plan-growth,,
147644,sbi capital protection oriented fund - series a (plan 6) - direct plan - growth,,
147662,icici prudential commodities fund - direct plan - growth option,INF109KC1F91,
147704,motilal oswal large and midcap fund - direct plan growth,INF247L01999,
147727,kotak pioneer fund- direct plan- growth option,INF174KA1EZ1,
147750,union large & midcap fund - direct plan - growth option,INF582M01GA0,
147757,tata focused fund-direct plan-growth,INF277K017X9,
147778,principal midcap fund - direct plan- growth,,
147789,iti balanced advantage fund - direct plan - growth option,INF00XX01689,
147825,axis retirement fund - aggressive plan - direct growth,INF846K01S86,
147826,axis retirement fund - dynamic plan - direct growth,INF846K01T28,
147830,axis retirement fund - conservative plan - direct growth,INF846K01T69,
147840,mahindra manulife large & mid cap fund - direct plan -growth,INF174V01945,
147844,aditya birla sun life psu equity fund-direct plan-growth,INF209KB1O82,
147864,tata quant fund-direct plan-growth,INF277K013Y6,
147919,iti small cap fund - direct plan - growth option,INF00XX01747,
147927,sundaram arbitrage fund direct plan - growth,,
147928,axis esg integration strategy fund - direct plan - growth option,INF846K01W23,
147942,sbi capital protection oriented fund - series a (plan 7) - direct plan - growth,,
147946,bandhan small cap fund - direct plan growth,INF194KB1AL4,
148026,sundaram balanced advantage fund direct plan - growth,,
148053,tata multi asset allocation fund-direct plan-growth,INF277K019Y3,
148073,union midcap fund - direct plan - growth option,INF582M01GI3,
148172,sbi capital protection oriented fund - series a (plan 8) - direct plan - growth,,
148176,nippon india fixed horizon fund - xlii - series 4 - direct plan - growth option,,
148178,nippon india capital protection oriented fund ii - plan a - direct plan - growth option,,
148197,uti - fixed term income fund series xxxiii-i (1135 days) - direct plan - growth option,,
148353,iti large cap fund - direct plan - growth option,INF00XX01804,
148397,il&fs infrastructure debt fund series 2a - growth - direct,INF613Q01140,
148398,il&fs infrastructure debt fund series 2b - growth - direct,INF613Q01157,
148399,il&fs infrastructure debt fund series 2c - growth - direct,INF613Q01165,
148401,mirae asset arbitrage fund direct growth,INF769K01FS1,
148404,bank of india flexi cap fund direct plan -growth,INF761K01FF5,
148411,hsbc focused fund - direct growth,INF336L01PB2,
148419,mirae asset banking and psu fund - direct plan - growth,INF769K01FY9,
148454,motilal oswal multi asset fund - direct plan - growth option,INF247L01AI8,
148457,nippon india multi asset allocation fund - direct plan - growth option,INF204KB19V4,
148468,mahindra manulife arbitrage fund - direct plan -growth,INF174V01AA0,
148474,baroda bnp paribas large and mid cap fund- direct plan -growth option,INF955L01JU2,
148479,union medium duration fund - direct plan -  growth option,INF582M01GQ6,
148481,invesco india focused fund - direct plan - growth,INF205KA1213,
148490,sbi children's fund - investment plan - direct plan - growth,INF200KA1R07,
148492,hsbc corporate bond fund - direct plan - growth,,
148507,sundaram large cap fund (formerly known as sundaram blue chip fund)direct plan - growth,INF903JA1JC0,
148516,icici prudential esg exclusionary strategy fund - direct plan - growth,INF109KC1O09,
148524,principal large cap fund - direct growth,,
148534,iti banking & psu debt fund - direct plan - growth option,INF00XX01861,
148539,aditya birla sun life special opportunities fund-direct-growth,INF209KB1T79,
148550,sbi floating rate debt fund - direct plan - growth,INF200KA1R64,
148564,quant esg integration strategy fund - growth option - direct plan,INF966L01AD4,
148567,mahindra manulife focused fund - direct plan -growth,INF174V01AG7,
148592,union aggressive hybrid fund - direct plan - growth option,INF582M01GY0,
148595,dsp value fund - direct plan - growth,INF740KA1PP3,
148600,icici prudential quant fund direct plan growth,INF109KC1O66,
148606,kotak esg exclusionary strategy fund - direct plan - growth option,INF174KA1FI4,
148618,uti small cap fund - direct plan - growth option,INF789F1AUQ1,
148623,mirae asset banking and financial services fund direct growth,INF769K01GX9,
148628,baroda bnp paribas banking and psu bond fund- direct plan -growth option,INF955L01KC8,
148634,axis innovation fund - direct plan - growth option,INF846K01X71,
148637,aditya birla sun life esg integration strategy fund-direct plan-growth,INF209KB1U76,
148651,icici prudential business cycle fund direct plan growth,INF109KC1P24,
148656,trustmf banking & psu fund - direct growth,INF0GCD01107,
148658,pgim india balanced advantage fund -  direct plan - growth option,INF663L01V49,
148683,sbi retirement benefit fund - aggressive plan - direct plan - growth,INF200KA1S55,
148685,sbi retirement benefit fund - aggressive hybrid plan - direct plan - growth,INF200KA1S97,
148688,sbi retirement benefit fund - conservative plan - direct plan - growth,INF200KA1T39,
148690,sbi retirement benefit fund - conservative hybrid plan - direct plan - growth,INF200KA1T70,
148711,bandhan floater fund  - direct plan growth,INF194KB1BA5,
148729,mahindra manulife short duration fund - direct plan -growth,INF174V01AM5,
148733,iti mid cap fund - direct plan - growth option,INF00XX01929,
148751,invesco india esg integration strategy fund - direct plan - growth,INF205KA1338,
148755,mirae asset corporate bond fund direct growth plan,INF769K01HD9,
148771,dsp floater fund - direct plan - growth,INF740KA1PV1,
148883,canara robeco focused fund - direct plan - growth option,INF760K01JQ6,
148921,aditya birla sun life multi-cap fund-direct growth,INF209KB1Y49,
148925,quant quantamental fund - growth option - direct plan,INF966L01AK9,
148958,parag parikh conservative hybrid fund - direct plan - growth,INF879O01175,
148972,iti value fund - direct plan - growth option,INF00XX01AQ6,
148980,bank of india large cap fund direct plan growth,INF761K01FL3,
148986,hdfc banking & financial services fund - growth option - direct plan,INF179KC1BG0,
148990,icici prudential flexicap fund - direct plan - growth,INF109KC1R14,
148993,axis quant fund - direct plan - growth,INF846K01Z87,
149007,tata floating rate fund -direct plan-growth,INF277KA1026,
149011,invesco india medium duration fund - direct plan - growth,INF205KA1429,
149017,aditya birla sun life fixed term plan - series ti (1837 days) - direct plan - growth option,INF209KB12A2,
149019,pgim india small cap fund - direct plan- growth option,INF663L01W06,
149029,iti dynamic bond fund - direct plan - growth option,INF00XX01BC4,
149049,axis floater fund - direct plan - growth,INF846K014A6,
149062,aditya birla sun life fixed term plan - series tj (1838 days) - direct plan - growth option,INF209KB16A3,
149071,tata business cycle fund-direct plan-growth,INF277KA1166,
149076,trustmf short duration fund-direct plan-growth,INF0GCD01370,
149085,canara robeco value fund - direct plan - growth option,INF760K01JW4,
149091,uti focused fund - direct plan - growth option,INF789F1AVA3,
149094,nippon india flexi cap fund - direct plan - growth plan - growth option,INF204KC1121,
149104,mahindra manulife flexi cap fund - direct plan -growth,INF174V01AS2,
149134,sbi balanced advantage fund - direct plan - growth,INF200KA1Y73,
149141,baroda bnp paribas business cycle fund - direct plan - growth,INF955L01KK1,
149154,hsbc mid cap fund - direct - growth,,
149166,axis value fund - direct plan - growth,INF846K010C0,
149185,kotak multicap fund-direct plan-growth,INF174KA1HV3,
149261,lic mf balanced advantage fund-direct plan-growth,INF767K01QY0,
149264,nj balanced advantage fund - direct plan - growth option,INF0J8L01040,
149268,iti pharma and healthcare fund - direct plan - growth option,INF00XX01BO9,
149295,aditya birla sun life business cycle fund-direct growth,INF209KB14D2,
149303,bandhan multi cap fund - growth - direct plan,INF194KB1CL0,
149318,360 one quant fund direct growth,INF579M01AI2,
149321,iti banking and financial services fund - direct plan - growth option,INF00XX01BU6,
149329,nippon india taiwan equity fund- direct plan- growth option,INF204KC1303,
149335,quant value fund - growth option  - direct plan,INF966L01AN3,
149361,tata corporate bond fund-direct plan-growth,INF277KA1224,
149368,hdfc multi cap fund - growth option - direct plan,INF179KC1BS5,
149376,axis fixed term plan series 109 (111 days) - direct plan - growth option,,
149383,axis multicap fund - direct growth,INF846K013E0,
149406,mahindra manulife balanced advantage fund - direct plan - growth,INF174V01BE0,
149450,samco flexi cap fund - direct plan - growth option,INF0K1H01024,
149483,sundaram nifty 100 equal weight fund (formerly known as principal nifty 100 equal weight fund) - direct plan - growth option,INF173K01EZ4,
149533,sundaram focused fund (formerly known as principal focused multicap fund)- direct plan - growth option,INF173K01EK6,
149550,sundaram arbitrage fund (formerly known as prinicpal arbitrage fund) - direct plan - growth,INF173K01NF7,
149570,sundaram elss tax saver fund direct plan growth,INF173K01HZ7,
149587,sundaram short duration fund (formerly known as principal short term debt fund)- direct plan - growth option,INF173K01GP0,
149601,sundaram aggressive hybrid fund (formerly known as principal hybrid equity fund)- direct plan - growth option,INF173K01FE6,
149669,sundaram multi cap fund (formerly known as principal multi cap growth fund)-direct plan - growth option,INF173K01FQ0,
149679,sundaram equity savings fund (formerly known as principal equity savings fund) - direct plan - growth option,INF173K01GZ9,
149717,sundaram balanced advantage fund ( formerly known as principal balanced advantage fund) - direct plan - growth option,INF173K01FI7,
149763,invesco india flexi cap fund - direct plan - growth,INF205KA1494,
149841,kotak manufacture in india fund - direct plan growth,INF174KA1IF4,
149882,sbi multicap fund- direct plan- growth option,INF200KA18E2,
149908,iti conservative hybrid fund- direct plan- growth option,,
150159,baroda bnp paribas elss tax saver fund - direct plan - growth option,INF251K01HF3,
150180,baroda bnp paribas dynamic bond fund - direct plan - growth option,INF251K01GW0,
150187,baroda bnp paribas large cap fund - direct plan - growth option,INF251K01HN7,
150206,baroda bnp paribas conservative hybrid fund - direct plan - growth option,INF251K01HR8,
150212,baroda bnp paribas mid cap fund - direct plan - growth option,INF251K01HQ0,
150237,baroda bnp paribas corporate bond fund - direct plan - growth option,INF251K01GP4,
150241,baroda bnp paribas medium duration fund - direct plan - growth option,,
150251,baroda bnp paribas arbitrage fund-direct plan-growth option,INF251K01OT0,
150260,baroda bnp paribas aggressive hybrid fund- direct plan - growth option,INF251K01OZ7,
150264,baroda bnp paribas focused fund - direct plan - growth option,INF251K01PN0,
150266,baroda bnp paribas india consumption fund - direct plan - growth option,INF251K01PT7,
150310,icici prudential housing opportunities fund - direct plan growth,INF109KC10C2,
150316,aditya birla sun life fixed term plan - series tq (1879 days) - direct plan - growth option,INF209KB14H3,
150346,whiteoak capital flexi cap fund direct plan-growth,INF03VN01530,
150367,nj arbitrage fund - direct plan - growth option,INF0J8L01065,
150376,edelweiss focused fund - direct plan - growth,INF754K01OP1,
150387,baroda bnp paribas flexi cap fund - direct plan - growth option,INF251K01QZ2,
150404,bandhan midcap fund - growth - direct plan,INF194KB1DJ2,
150407,union gilt fund - direct plan - growth option,INF582M01HW2,
150410,uti gilt fund with 10 year constant duration - direct plan - growth option,INF789F1AVR7,
150431,aditya birla sun life fixed term plan - series ts (91 days) - direct plan - growth option,,
150440,quant large cap fund - growth option - direct plan,INF966L01AT0,
150462,aditya birla sun life fixed term plan - series tt (153 days) - direct plan - growth option,,
150470,mirae asset balanced advantage fund direct plan- growth,INF769K01IN6,
150481,franklin india balanced advantage fund- growth- direct,INF090I01WQ5,
150484,aditya birla sun life long duration fund-direct growth,INF209KB17J2,
150505,canara robeco banking and psu debt fund- direct plan- growth option,INF760K01KC4,
150532,tata housing opportunities fund - direct plan - growth,INF277KA1497,
150539,icici prudential psu equity fund - direct plan - growth,INF109KC12I5,
150545,jm short duration fund (direct) - growth,INF192K01MP8,
150554,union retirement fund - direct plan - growth option,INF582M01IK5,
150571,sundaram flexicap fund direct growth,INF903JA1LE2,
150584,whiteoak capital mid cap fund direct plan growth,INF03VN01597,
150587,whiteoak capital elss tax saver fund direct plan growth,INF03VN01621,
150624,kotak business cycle - direct plan - growth,INF174KA1JN6,
150659,lic mf multi cap fund-direct plan-growth,INF767K01RK7,
150666,aditya birla sun life fixed term plan - series tx (91 days) - direct plan - growth option,,
150681,sbi |crisil ibx gilt index - june 2036 fund - direct plan - growth,INF200KA12Q9,
150685,icici prudential transportation and logistics fund - direct plan - growth,INF109KC12K1,
150706,sbi crisil ibx gilt index - april 2029 fund - direct plan - growth,INF200KA18Q6,
150711,sbi crisil ibx sdl index - september 2027 fund - direct plan - growth,INF200KA14R3,
150716,bandhan transportation and logistics fund - growth - direct plan,INF194KB1EB7,
150773,aditya birla sun life fixed term plan - series ty (76 days) - direct plan - growth option,,
150797,whiteoak capital large cap fund direct plan growth,INF03VN01696,
150805,hdfc business cycle fund - growth option - direct plan,INF179KC1DY9,
150815,jm midcap fund (direct) - growth,INF192K01MV6,
150817,canara robeco mid cap fund- direct plan- growth option,INF760K01KI1,
150833,uti fixed term income fund - series xxxv-i (1260 days) - direct plan - growth option,INF789F1AWK0,
150838,samco elss tax saver fund - direct plan - growth option,INF0K1H01065,
150858,union multicap fund - direct plan - growth option,INF582M01IO7,
150865,baroda bnp paribas multi asset fund - direct plan - growth option,INF251K01RF2,
150875,aditya birla sun life fixed term plan - series tz (90 days) - direct plan - growth option,,
150908,nippon india fixed horizon fund xliv - series 2-direct plan-growth option,,
150915,mahindra manulife small cap fund - direct plan - growth,INF174V01BK7,
150963,uti fixed term income fund - series xxxv-ii (1223 days) - direct plan - growth option,INF789F1AWU9,
150996,hsbc corporate bond fund - direct growth,INF917K01HN3,
151014,hsbc gilt fund - direct growth,INF917K01FI7,
151036,hsbc midcap fund - direct growth,INF917K01FZ1,
151040,hsbc infrastructure fund - direct growth,INF917K01FW8,
151045,hsbc credit risk fund - direct growth,INF917K01UH8,
151060,hsbc equity savings fund - direct growth,INF917K01GE4,
151067,hsbc short duration fund - direct growth,INF917K01IQ4,
151078,hsbc elss tax saver fund - direct growth,INF917K01GP0,
151087,hsbc dynamic bond fund - direct growth,INF917K01HA0,
151107,hsbc banking and psu debt fund - direct growth,INF917K01HH5,
151113,hsbc value fund - direct growth,INF917K01HD4,
151122,hsbc aggressive hybrid fund - direct growth,INF917K01LE4,
151129,hsbc balanced advantage fund - direct growth,INF917K01IN1,
151130,hsbc small cap fund - direct growth,INF917K01QA1,
151138,hsbc arbitrage fund - direct growth,INF917K01QR5,
151142,hsbc business cycles fund - direct growth,INF917K01RI2,
151146,hsbc medium duration fund - direct growth,INF917K01TK4,
151179,axis long duration fund - direct plan - growth,INF846K014L3,
151186,aditya birla sun life fixed term plan - series ub (1224 days) - direct plan growth option,INF209KB18P7,
151214,sbi long duration fund - direct plan - growth,INF200KA16T4,
151228,quant gilt fund - growth option - direct plan,INF966L01BF7,
151232,tata multicap fund - direct plan - growth,INF277KA1679,
151267,whiteoak capital balanced advantage fund direct plan growth,INF03VN01738,
151290,hsbc multi cap fund - direct - growth,INF336L01QN5,
151307,aditya birla sun life multi asset allocation fund-direct growth,INF209KB15R9,
151313,hdfc long duration debt fund - growth option - direct plan,INF179KC1ET7,
151320,trustmf corporate bond fund-direct plan-growth,INF0GCD01560,
151341,uti fixed term income fund - series xxxv-iii (1176 days) - direct plan - growth option,INF789F1AXH4,
151368,axis business cycles fund - direct plan - growth,INF846K016N4,
151379,iti flexi cap fund- direct plan- growth,INF00XX01CO7,
151384,kotak banking & financial services fund - direct plan - growth,INF174KA1MD1,
151407,"pgim india crisil ibx gilt index - apr 2028 fund - direct plan, growth option",INF663L01X21,
151412,mirae asset flexi cap fund - direct plan - growth,INF769K01JJ2,
151443,bank of india multi cap fund direct plan - growth,INF761K01FR0,
151458,hdfc mnc fund - growth option - direct plan,INF179KC1FC0,
151485,uti fixed term income fund series xxxvi - i (1574 days) - direct plan - growth option,INF789F1AXP7,
151501,axis fixed term plan - series 112 (1143 days) - direct plan - growth,INF846K018O8,
151519,aditya birla sun life fixed term plan - series uf (180 days) - direct plan - growth option,,
151523,uti long duration fund - direct plan - growth option,INF789F1AYB5,
151580,icici prudential innovation fund - direct plan - growth,INF109KC12T2,
151586,axis fixed term plan - series 113 (1228 days) - direct plan - growth,INF846K011Q8,
151611,nj elss tax saver scheme direct growth,INF0J8L01115,
151625,axis fixed term plan - series 114 (83 days) - direct plan - growth,,
151700,aditya birla sun life fixed term plan - series uj (1110 days) - direct plan - growth option,INF209KB13V6,
151713,quant dynamic asset allocation fund - growth option - direct plan,INF966L01BL5,
151735,baroda bnp paribas floater fund - direct plan - growth option,,
151745,whiteoak capital multi asset allocation fund direct plan growth,INF03VN01761,
151750,hdfc defence fund - growth option - direct plan,INF179KC1GI5,
151753,samco active momentum fund - direct plan - growth option,INF0K1H01081,
151755,baroda bnp paribas value fund - direct plan - growth option,INF251K01SD5,
151757,quant business cycle fund - growth option - direct plan,INF966L01BR2,
151777,iti focused fund - direct plan - growth,INF00XX01CS8,
151791,quant bfsi fund - growth option - direct plan,INF966L01BX0,
151792,edelweiss multi asset allocation fund - direct plan - growth,INF754K01RS8,
151796,360 one flexicap fund-direct plan- growth,INF579M01AS1,
151804,hdfc non-cyclical consumer fund - growth option - direct plan,INF179KC1GO3,
151810,mirae asset multicap fund - direct plan - growth,INF769K01KK8,
151816,bandhan financial services fund - direct plan - growth,INF194KB1GB2,
151824,canara robeco multi cap fund - direct plan - growth option,INF760K01KO9,
151853,quant healthcare fund - growth option - direct plan,INF966L01CD0,
151881,kotak quant fund - direct plan - growth option,INF174KA1OL0,
151885,uti balanced advantage fund - direct plan - growth option,INF789F1AYV3,
151895,bajaj finserv flexi cap fund-direct plan-growth,INF0QA701342,
151901,hdfc transportation and logistics fund - growth option - direct plan,INF179KC1GU0,
151905,union innovation & opportunities fund - direct plan - growth option,INF582M01JE6,
151916,quant manufacturing fund - growth option - direct plan,INF966L01CJ7,
151917,nj flexi cap fund - direct plan - growth option,INF0J8L01156,
151952,lic mf equity savings fund-direct plan-growth,INF397L01AZ5,
152002,lic mf mid cap fund-direct plan-growth,INF397L01JK8,
152004,lic mf small cap fund-direct plan-growth,INF397L01JS1,
152010,lic mf focused fund-direct plan-growth,INF397L01KA7,
152018,lic mf value fund-direct plan-growth,INF397L01KU5,
152024,lic mf healthcare fund-direct plan-growth,INF397L01LK4,
152032,hsbc consumption fund - direct growth,INF336L01QZ9,
152033,nippon india innovation fund-direct plan-growth option,INF204KC1BO3,
152045,mahindra manulife business cycle fund - direct plan - growth,INF174V01BQ4,
152051,shriram multi asset allocation fund - direct growth,INF680P01406,
152056,dsp multi asset allocation fund - direct - growth,INF740KA1TE9,
152059,hdfc technology fund - growth option - direct plan,INF179KC1HI3,
152064,kotak multi asset allocation fund - direct plan - growth option,INF174KA1PD4,
152067,quant teck fund - growth option - direct plan,INF966L01CT6,
152071,whiteoak capital multi cap fund direct plan growth,INF03VN01803,
152076,360 one balanced hybrid fund- direct plan - growth,INF579M01AY9,
152077,bajaj finserv arbitrage fund-direct plan-growth,INF0QA701524,
152082,hdfc pharma and healthcare fund - growth option - direct plan,INF179KC1HO1,
152087,uti innovation fund - direct plan - growth option,INF789F1AZA4,
152094,edelweiss multi cap fund - direct plan - growth,INF754K01SD8,
152102,bandhan retirement fund - direct plan - growth,INF194KB1GU2,
152107,quantum small cap fund - direct plan growth option,INF082J01432,
152109,parag parikh arbitrage fund - direct plan growth,INF879O01225,
152128,baroda bnp paribas small cap fund - direct plan - growth option,INF251K01SR5,
152132,whiteoak capital balanced hybrid fund direct plan growth,INF03VN01829,
